epoch,train_mse_loss,target_transform,validation_fve,validation_mse,validation_rmse,validation_mean_l2_error,validation_cosine_mean,validation_cosine_std,validation_cosine_min,validation_cosine_max,validation_prediction_norm_mean,validation_target_norm_mean,validation_original_norm_mean,transformed_validation_mse,validation_train_mean_baseline_fve,validation_train_mean_baseline_mse,is_best
11,0.020022931322455407,center,-0.3334239721298218,0.01816180720925331,0.13476574939224473,5.2471442222595215,0.9946659207344055,0.0012121093459427357,0.9921796321868896,0.9971665143966675,50.095802307128906,4.623180389404297,50.623348236083984,0.018161805346608162,-0.05990791320800781,0.014436401426792145,False
12,0.019152776524424552,center,-0.3159782886505127,0.017924189567565918,0.133881251740361,5.20067024230957,0.9947437047958374,0.0013286026660352945,0.9921189546585083,0.9974629282951355,50.455787658691406,4.623180389404297,50.623348236083984,0.01792418770492077,-0.05990791320800781,0.014436401426792145,False
13,0.018042840622365476,center,-0.34416985511779785,0.01830816889802615,0.13530768233188442,5.264031887054443,0.9946385622024536,0.0012689547147601843,0.9922068119049072,0.9972216486930847,50.01940155029297,4.623180389404297,50.623348236083984,0.018308166414499283,-0.05990791320800781,0.014436401426792145,False
14,0.017337567079812287,center,-0.3598785400390625,0.01852212722102801,0.13609602206173407,5.286237716674805,0.9945731163024902,0.0013852447737008333,0.9921131134033203,0.9973372220993042,50.310150146484375,4.623180389404297,50.623348236083984,0.018522126600146294,-0.05990791320800781,0.014436401426792145,False
15,0.016591993160545826,center,-0.39110851287841797,0.01894749452670415,0.1376498983897342,5.352452278137207,0.9944664239883423,0.00131232722196728,0.9919962882995605,0.9972630143165588,50.110801696777344,4.623180389404297,50.623348236083984,0.01894749328494072,-0.05990791320800781,0.014436401426792145,False
16,0.01597890006378293,center,-0.40978872776031494,0.01920192688703537,0.1385710174857476,5.384215831756592,0.9944062232971191,0.0013681992422789335,0.9919129014015198,0.9972527027130127,50.20363998413086,4.623180389404297,50.623348236083984,0.01920192688703537,-0.05990791320800781,0.014436401426792145,False
17,0.01543452413752675,center,-0.44995570182800293,0.01974901556968689,0.1405311907360316,5.455814361572266,0.9942706227302551,0.0014555896632373333,0.9916107058525085,0.9972392916679382,50.169795989990234,4.623180389404297,50.623348236083984,0.01974901743233204,-0.05990791320800781,0.014436401426792145,False
18,0.015056493040174247,center,-0.45407164096832275,0.01980507994691531,0.14073052244241585,5.447064399719238,0.9942671060562134,0.0016357137355953455,0.9907297492027283,0.9975535869598389,50.480567932128906,4.623180389404297,50.623348236083984,0.019805077463388443,-0.05990791320800781,0.014436401426792145,False
19,0.01404440999031067,center,-0.4770236015319824,0.02011769637465477,0.14183686535825152,5.507648468017578,0.9941571354866028,0.0014605886535719037,0.9915061593055725,0.9971059560775757,50.1270637512207,4.623180389404297,50.623348236083984,0.02011769451200962,-0.05990791320800781,0.014436401426792145,False
20,0.013740239199250937,center,-0.5002496242523193,0.020434044301509857,0.14294769778317473,5.54250431060791,0.9940844774246216,0.0015780001413077116,0.9907093048095703,0.9971804022789001,50.1754264831543,4.623180389404297,50.623348236083984,0.020434042438864708,-0.05990791320800781,0.014436401426792145,False
21,0.01332560945302248,center,-0.549558162689209,0.021105647087097168,0.14527782723835447,5.612639427185059,0.9939287304878235,0.0018437544349581003,0.9896076917648315,0.9974890351295471,50.41407012939453,4.623180389404297,50.623348236083984,0.02110564522445202,-0.05990791320800781,0.014436401426792145,False
22,0.012949314527213573,center,-0.5473577976226807,0.021075673401355743,0.14517463070852202,5.620255470275879,0.9939300417900085,0.0016800535377115011,0.9902031421661377,0.9972706437110901,50.37578201293945,4.623180389404297,50.623348236083984,0.021075675264000893,-0.05990791320800781,0.014436401426792145,False
23,0.012333160918205976,center,-0.5786877870559692,0.02150240292151769,0.1466369766515857,5.6797919273376465,0.9938060641288757,0.0017019759397953749,0.9900631308555603,0.9971026182174683,50.13819885253906,4.623180389404297,50.623348236083984,0.021502403542399406,-0.05990791320800781,0.014436401426792145,False
24,0.011877922341227531,center,-0.5882744789123535,0.021632976830005646,0.14708153123354967,5.6740217208862305,0.9938019514083862,0.001960697118192911,0.9885584115982056,0.9974339008331299,50.39409255981445,4.623180389404297,50.623348236083984,0.021632978692650795,-0.05990791320800781,0.014436401426792145,False
25,0.011378514673560857,center,-0.6042358875274658,0.021850379804770153,0.1478187396941611,5.709448337554932,0.9937319755554199,0.0018664703238755465,0.989124059677124,0.9973236322402954,50.43047332763672,4.623180389404297,50.623348236083984,0.021850379183888435,-0.05990791320800781,0.014436401426792145,False
26,0.010937752109020949,center,-0.6231648921966553,0.02210820217927297,0.14868827182825473,5.742706775665283,0.9936608076095581,0.0019343927269801497,0.9887294769287109,0.9972251057624817,50.2106819152832,4.623180389404297,50.623348236083984,0.022108202800154686,-0.05990791320800781,0.014436401426792145,False
27,0.010686809103935957,center,-0.6608105897903442,0.022620951135953266,0.15040263008323115,5.800054550170898,0.9935443997383118,0.00204838695935905,0.9880366921424866,0.9972919225692749,50.24777603149414,4.623180389404297,50.623348236083984,0.022620951756834984,-0.05990791320800781,0.014436401426792145,False
28,0.010416092723608017,center,-0.6751672029495239,0.02281649907430013,0.15105131271955277,5.811442852020264,0.9935153722763062,0.0021698062773793936,0.9874787926673889,0.9974634647369385,50.473228454589844,4.623180389404297,50.623348236083984,0.022816495969891548,-0.05990791320800781,0.014436401426792145,False
29,0.009921688260510564,center,-0.7210702896118164,0.023441714545090992,0.1531068729518404,5.898824214935303,0.993325412273407,0.002170727588236332,0.9875671863555908,0.9972102046012878,50.32238006591797,4.623180389404297,50.623348236083984,0.02344171330332756,-0.05990791320800781,0.014436401426792145,False
30,0.009692032076418399,center,-0.7227864265441895,0.023465091983477276,0.15318319745806744,5.8891921043396,0.9933421015739441,0.00229498278349638,0.9867965579032898,0.9973642826080322,50.36112976074219,4.623180389404297,50.623348236083984,0.02346508949995041,-0.05990791320800781,0.014436401426792145,False
31,0.009384793322533369,center,-0.7324938774108887,0.02359730750322342,0.15361415137682927,5.910088062286377,0.9932969808578491,0.0022374121472239494,0.9870740175247192,0.9973346590995789,50.3858528137207,4.623180389404297,50.623348236083984,0.02359730750322342,-0.05990791320800781,0.014436401426792145,False
32,0.009009302873164416,center,-0.7558735609054565,0.02391575276851654,0.15464718803947436,5.94088888168335,0.9932247996330261,0.0023637244012206793,0.986478328704834,0.9973379373550415,50.42667770385742,4.623180389404297,50.623348236083984,0.02391575463116169,-0.05990791320800781,0.014436401426792145,False
33,0.008820735197514296,center,-0.7904654741287231,0.024386905133724213,0.1561630722473281,5.991481781005859,0.9931018948554993,0.0024875488597899675,0.9860987663269043,0.9974525570869446,50.4495849609375,4.623180389404297,50.623348236083984,0.024386906996369362,-0.05990791320800781,0.014436401426792145,False
34,0.008386976039037108,center,-0.7910197973251343,0.024394457538922627,0.15618725152496482,6.0027971267700195,0.9930887222290039,0.0023750565014779568,0.9865025877952576,0.9972240924835205,50.358680725097656,4.623180389404297,50.623348236083984,0.024394456297159195,-0.05990791320800781,0.014436401426792145,False
35,0.008237072778865696,center,-0.8306922912597656,0.024934810896714527,0.1579076024031602,6.055722713470459,0.9929621815681458,0.0025612416211515665,0.985564649105072,0.9973389506340027,50.384769439697266,4.623180389404297,50.623348236083984,0.024934811517596245,-0.05990791320800781,0.014436401426792145,False
36,0.008012487739324569,center,-0.8355840444564819,0.025001441438992817,0.15811844117304225,6.05141019821167,0.9929788708686829,0.0026389374397695065,0.9851908087730408,0.9975535869598389,50.58269119262695,4.623180389404297,50.623348236083984,0.025001443922519684,-0.05990791320800781,0.014436401426792145,False
37,0.007737575890496373,center,-0.8630858659744263,0.02537602682908376,0.15929854622401224,6.110535621643066,0.9928427934646606,0.0025909782852977514,0.9855084419250488,0.9972187876701355,50.320125579833984,4.623180389404297,50.623348236083984,0.025376027449965477,-0.05990791320800781,0.014436401426792145,False
38,0.007573213567957282,center,-0.8647773265838623,0.025399066507816315,0.15937084585273528,6.09970760345459,0.9928674697875977,0.002687054220587015,0.9848540425300598,0.9973963499069214,50.48221206665039,4.623180389404297,50.623348236083984,0.025399066507816315,-0.05990791320800781,0.014436401426792145,False
39,0.007280585076659918,center,-0.8795796632766724,0.02560068170229594,0.16000213030549293,6.116181373596191,0.9928289651870728,0.002756266389042139,0.9845207929611206,0.9975069761276245,50.5830078125,4.623180389404297,50.623348236083984,0.025600679218769073,-0.05990791320800781,0.014436401426792145,False
40,0.007004959043115377,center,-0.8990076780319214,0.02586529900630315,0.1608269225170436,6.152814865112305,0.9927314519882202,0.0027702723164111376,0.9845866560935974,0.9974222779273987,50.42866134643555,4.623180389404297,50.623348236083984,0.02586529776453972,-0.05990791320800781,0.014436401426792145,False
