epoch,train_mse_loss,target_transform,validation_fve,validation_mse,validation_rmse,validation_mean_l2_error,validation_cosine_mean,validation_cosine_std,validation_cosine_min,validation_cosine_max,validation_prediction_norm_mean,validation_target_norm_mean,validation_original_norm_mean,transformed_validation_mse,validation_train_mean_baseline_fve,validation_train_mean_baseline_mse,is_best
20,0.6025496602058411,standardize,0.004422783851623535,0.013560188313325247,0.1164482215979499,4.526519298553467,0.9960578680038452,0.0010804136982187629,0.9931997060775757,0.9975549578666687,49.89004898071289,28.513427734375,50.623348236083984,0.5084158778190613,-0.05990791320800781,0.014436401426792145,False
21,0.5976512134075165,standardize,-0.011793971061706543,0.013781066983938217,0.11739278931833172,4.562282562255859,0.9960119128227234,0.0011037865187972784,0.993127167224884,0.9975981116294861,49.822227478027344,28.513427734375,50.623348236083984,0.5139546990394592,-0.05990791320800781,0.014436401426792145,False
22,0.5835060477256775,standardize,0.012559711933135986,0.013449359685182571,0.11597137442137423,4.499365329742432,0.9960646629333496,0.0011635596165433526,0.9932274222373962,0.9978412985801697,50.2014045715332,28.513427734375,50.623348236083984,0.5094339847564697,-0.05990791320800781,0.014436401426792145,False
23,0.572629714012146,standardize,0.0008817911148071289,0.013608418405056,0.11665512592705046,4.530910491943359,0.9960225224494934,0.0011161293368786573,0.9933390617370605,0.9976807236671448,50.15627670288086,28.513427734375,50.623348236083984,0.5141928791999817,-0.05990791320800781,0.014436401426792145,False
24,0.561363285779953,standardize,-0.0033788681030273438,0.013666449735562006,0.11690359162815318,4.54257869720459,0.9960185289382935,0.0010964571265503764,0.9933150410652161,0.9976513385772705,50.037750244140625,28.513427734375,50.623348236083984,0.5125171542167664,-0.05990791320800781,0.014436401426792145,False
25,0.5522103786468506,standardize,-0.0002346038818359375,0.013623622556527456,0.1167202748305857,4.531977653503418,0.9960260391235352,0.001130589167587459,0.9931590557098389,0.997725784778595,50.10150146484375,28.513427734375,50.623348236083984,0.5120148658752441,-0.05990791320800781,0.014436401426792145,False
26,0.5429715812206268,standardize,-0.011737704277038574,0.013780300815900167,0.11738952600594385,4.561243534088135,0.9959911108016968,0.001097769709303975,0.9933326244354248,0.9977136254310608,50.02680206298828,28.513427734375,50.623348236083984,0.5165885090827942,-0.05990791320800781,0.014436401426792145,False
27,0.5365402340888977,standardize,-0.034569621086120605,0.014091283082962036,0.11870671035355178,4.6154351234436035,0.9959155321121216,0.0010807034559547901,0.9933997392654419,0.9976217150688171,49.94356155395508,28.513427734375,50.623348236083984,0.5253077149391174,-0.05990791320800781,0.014436401426792145,False
28,0.5278000593185425,standardize,-0.026437997817993164,0.013980525235335032,0.11823927112146383,4.588102340698242,0.9959311485290527,0.0011825900292024016,0.9930829405784607,0.9977949261665344,50.12003707885742,28.513427734375,50.623348236083984,0.523530125617981,-0.05990791320800781,0.014436401426792145,False
29,0.5186981141567231,standardize,-0.025752782821655273,0.013971193383137384,0.11819980280498518,4.58827543258667,0.9959343075752258,0.0011528785107657313,0.9931628704071045,0.9977504014968872,50.16368865966797,28.513427734375,50.623348236083984,0.521555483341217,-0.05990791320800781,0.014436401426792145,False
30,0.5104313671588898,standardize,-0.0403294563293457,0.014169732729593912,0.11903668648611616,4.6256937980651855,0.9958939552307129,0.0010977674974128604,0.9935265779495239,0.9976954460144043,50.04323959350586,28.513427734375,50.623348236083984,0.5253456234931946,-0.05990791320800781,0.014436401426792145,False
31,0.5020512342453003,standardize,-0.050188422203063965,0.01430401454369227,0.11959939190352212,4.6469855308532715,0.9958489537239075,0.0011119531700387597,0.9934986233711243,0.9976631999015808,50.10066604614258,28.513427734375,50.623348236083984,0.5323628783226013,-0.05990791320800781,0.014436401426792145,False
32,0.49471898674964904,standardize,-0.05543529987335205,0.014375481754541397,0.11989779712130409,4.655001163482666,0.9958276748657227,0.001162684871815145,0.9932069182395935,0.9977203607559204,50.11322784423828,28.513427734375,50.623348236083984,0.5350244641304016,-0.05990791320800781,0.014436401426792145,False
33,0.48727468848228456,standardize,-0.04621434211730957,0.014249888559182486,0.11937289708800103,4.631095886230469,0.9958646893501282,0.001182200270704925,0.9933841228485107,0.9978373050689697,50.180179595947266,28.513427734375,50.623348236083984,0.5288508534431458,-0.05990791320800781,0.014436401426792145,False
34,0.4795488238334656,standardize,-0.05619525909423828,0.014385831852753958,0.11994095152513155,4.655726432800293,0.9958285093307495,0.0011590758804231882,0.9933911561965942,0.9977563619613647,50.15669631958008,28.513427734375,50.623348236083984,0.5333104729652405,-0.05990791320800781,0.014436401426792145,False
35,0.4733429729938507,standardize,-0.07891297340393066,0.01469525694847107,0.12122399493693924,4.712131500244141,0.995750904083252,0.0011028622975572944,0.9933790564537048,0.997538149356842,50.019752502441406,28.513427734375,50.623348236083984,0.5411043167114258,-0.05990791320800781,0.014436401426792145,False
36,0.46592395901679995,standardize,-0.0744318962097168,0.01463422179222107,0.12097198763441505,4.693760871887207,0.9957584142684937,0.0011907489970326424,0.993360161781311,0.9977486729621887,50.20537185668945,28.513427734375,50.623348236083984,0.542710542678833,-0.05990791320800781,0.014436401426792145,False
37,0.458616179227829,standardize,-0.08136916160583496,0.01472871129711469,0.12136190216503155,4.709500789642334,0.9957410097122192,0.0011798902414739132,0.9932975769042969,0.9977825284004211,50.15596389770508,28.513427734375,50.623348236083984,0.5428435206413269,-0.05990791320800781,0.014436401426792145,False
38,0.4517428755760193,standardize,-0.08565235137939453,0.014787049343188604,0.12160201208528008,4.718560218811035,0.9957262873649597,0.001186281442642212,0.9931446313858032,0.9977666735649109,50.15699005126953,28.513427734375,50.623348236083984,0.5441204905509949,-0.05990791320800781,0.014436401426792145,False
39,0.4444542467594147,standardize,-0.08812224864959717,0.01482069119811058,0.12174026120437963,4.723090171813965,0.9957162141799927,0.0011896241921931505,0.9932282567024231,0.9977477192878723,50.1944694519043,28.513427734375,50.623348236083984,0.5452681183815002,-0.05990791320800781,0.014436401426792145,False
40,0.43903658986091615,standardize,-0.09312283992767334,0.01488880068063736,0.12201967333441505,4.7316389083862305,0.995697021484375,0.0012157330056652427,0.9933040738105774,0.9977832436561584,50.21166229248047,28.513427734375,50.623348236083984,0.5473793148994446,-0.05990791320800781,0.014436401426792145,False
