epoch,train_mse_loss,validation_fve,validation_mse,validation_rmse,validation_cosine_mean,validation_train_mean_baseline_fve,is_best
1,1.2405787644386292,-0.012280464172363281,0.2635907332102458,0.513410881468484,0.912943959236145,-0.015480637550354004,True
2,0.9750960082262754,0.08720511198043823,0.23768534262975058,0.4875298376815009,0.9164106249809265,-0.015480637550354004,True
3,0.9296961048394442,0.16045737266540527,0.2186110019683838,0.46755855458796153,0.9211316108703613,-0.015480637550354004,True
