run_name,baseline,num_examples,activation_dim,fve,mse,rmse,mean_l2_error,cosine_mean,cosine_std,cosine_min,cosine_max
pilot_100_qwen25_coder_05b_l16,mean,100,896,0.0,0.4521565096718924,0.6724258395331729,19.796825408935547,0.632506251335144,0.16525115072727203,0.32108333706855774,0.8585937023162842
pilot_100_qwen25_coder_05b_l16,zero,100,896,-0.6684322357177734,0.7543924195425851,0.8685576662160004,25.973285675048828,0.0,0.0,0.0,0.0
pilot_100_qwen25_coder_05b_l16,shuffled,100,896,-0.9203039407730103,0.8682778222220284,0.9318142638004788,26.082408905029297,0.42335569858551025,0.25334838032722473,0.14212045073509216,1.000000238418579
