experiment_id,date,status,stage,model_name,model_size,layer_index,token_position,dataset,split,num_examples,activation_dim,method,baseline,train_steps,batch_size,learning_rate,seed,primary_metric,primary_metric_value,notes,artifact_path
exp_044,2026-06-06,success,phase_10d_qwen15b_joint_nla,Qwen/Qwen2.5-Coder-1.5B-Instruct,1.5B,N/A,N/A,"train+validation",full_validation,5500,1536,qwen_joint_aligned_nla,mean_zero_shuffled,20,8,0.0001,42,validation_fve,0.361623,"Final Qwen 1.5B aligned joint run completed on full train/validation artifacts; validation MSE 0.149737 vs mean MSE 0.234559; cosine mean 0.940772; eval_every_epoch was false so only epoch 20 validation metrics were logged",docs/phase_results/phase_10d_qwen15b_joint_run.md
