epoch,train_mse_loss,target_transform,validation_fve,validation_mse,validation_rmse,validation_mean_l2_error,validation_cosine_mean,validation_cosine_std,validation_cosine_min,validation_cosine_max,validation_prediction_norm_mean,validation_target_norm_mean,validation_original_norm_mean,transformed_validation_mse,validation_train_mean_baseline_fve,validation_train_mean_baseline_mse,is_best
1,0.051452706754207614,center,-0.8036142587661743,0.0245659997065862,0.15673544495928865,6.1110405921936035,0.9926411509513855,0.0015330631285905838,0.9886128902435303,0.9950621724128723,50.15715026855469,4.623180389404297,50.623348236083984,0.02456599660217762,-0.05990791320800781,0.014436401426792145,True
2,0.041294414177536966,center,-0.3349045515060425,0.01818196972211202,0.13484053441792648,5.250336647033691,0.994574248790741,0.0012663571396842599,0.9912817478179932,0.9963613748550415,50.27101135253906,4.623180389404297,50.623348236083984,0.018181972205638885,-0.05990791320800781,0.014436401426792145,True
3,0.03620675876736641,center,-0.24415898323059082,0.016945980489253998,0.13017672790961524,5.070873260498047,0.9949634671211243,0.0011249992530792952,0.992415189743042,0.9970885515213013,50.15621566772461,4.623180389404297,50.623348236083984,0.01694597862660885,-0.05990791320800781,0.014436401426792145,True
4,0.03284192830324173,center,-0.12554466724395752,0.015330401559670767,0.12381599880334837,4.8149285316467285,0.9954500198364258,0.0011598537676036358,0.9928568005561829,0.9972842931747437,50.388916015625,4.623180389404297,50.623348236083984,0.015330401249229908,-0.05990791320800781,0.014436401426792145,True
5,0.031205786392092705,center,-0.12936770915985107,0.0153824711839358,0.12402609073874658,4.827865123748779,0.9955256581306458,0.0010379041777923703,0.993558943271637,0.9973052144050598,49.75373077392578,4.623180389404297,50.623348236083984,0.01538247149437666,-0.05990791320800781,0.014436401426792145,False
6,0.028466926515102388,center,-0.05506539344787598,0.014370441436767578,0.11987677605260987,4.655986309051514,0.995768666267395,0.0011229909723624587,0.9931443333625793,0.9976789355278015,50.27252960205078,4.623180389404297,50.623348236083984,0.014370442368090153,-0.05990791320800781,0.014436401426792145,True
7,0.02722630500793457,center,-0.056543588638305664,0.014390576630830765,0.11996072953608929,4.6550493240356445,0.9957872629165649,0.0011706538498401642,0.9929714798927307,0.9975606799125671,50.13938903808594,4.623180389404297,50.623348236083984,0.014390576630830765,-0.05990791320800781,0.014436401426792145,False
8,0.02580832354724407,center,-0.032408952713012695,0.014061852047840754,0.11858268021865906,4.597769260406494,0.9959051012992859,0.0011653952533379197,0.9935122728347778,0.9978405833244324,50.073150634765625,4.623180389404297,50.623348236083984,0.014061850495636463,-0.05990791320800781,0.014436401426792145,True
9,0.024792337976396083,center,-0.04333615303039551,0.014210686087608337,0.11920858227329247,4.617154598236084,0.9958600997924805,0.0012376733357086778,0.9929214715957642,0.9976351857185364,50.174808502197266,4.623180389404297,50.623348236083984,0.014210685156285763,-0.05990791320800781,0.014436401426792145,False
10,0.02350083813071251,center,-0.04564845561981201,0.014242178450028101,0.11934059849870077,4.616481781005859,0.9959003329277039,0.001298285205848515,0.9929060935974121,0.9977059960365295,49.90525817871094,4.623180389404297,50.623348236083984,0.01424217876046896,-0.05990791320800781,0.014436401426792145,False
